"latitude","longitude","value","session_id"
"1",51.5404169,-0.0979479,0,"75386"
"2",51.5404169,-0.0979479,0,"75386"
"3",51.5404169,-0.0979479,0,"75386"
"4",51.5404169,-0.0979479,0,"75386"
"5",51.5404169,-0.0979479,0,"75386"
"6",51.5404169,-0.0979479,0,"75386"
"7",51.5404169,-0.0979479,1,"75386"
"8",51.5404169,-0.0979479,1,"75386"
"9",51.5404169,-0.0979479,1,"75386"
"10",51.5404169,-0.0979479,1,"75386"
"11",51.5404169,-0.0979479,1,"75386"
"12",51.5404169,-0.0979479,1,"75386"
"13",51.5404169,-0.0979479,0,"75386"
"14",51.5404169,-0.0979479,0,"75386"
"15",51.5404169,-0.0979479,0,"75386"
"16",51.5404169,-0.0979479,0,"75386"
"17",51.5404169,-0.0979479,0,"75386"
"18",51.5404169,-0.0979479,0,"75386"
"19",51.5404169,-0.0979479,1,"75386"
"20",51.5404169,-0.0979479,1,"75386"
"21",51.5404169,-0.0979479,1,"75386"
"22",51.5404169,-0.0979479,1,"75386"
"23",51.5404169,-0.0979479,1,"75386"
"24",51.5404169,-0.0979479,0,"75386"
"25",51.5404169,-0.0979479,0,"75386"
"26",51.5404169,-0.0979479,0,"75386"
"27",51.5404169,-0.0979479,0,"75386"
"28",51.5404169,-0.0979479,1,"75386"
"29",51.5404169,-0.0979479,1,"75386"
"30",51.5404169,-0.0979479,1,"75386"
"31",51.5404169,-0.0979479,1,"75386"
"32",51.5404169,-0.0979479,1,"75386"
"33",51.5404169,-0.0979479,1,"75386"
"34",51.5404169,-0.0979479,0,"75386"
"35",51.5404169,-0.0979479,0,"75386"
"36",51.5404169,-0.0979479,0,"75386"
"37",51.5404169,-0.0979479,0,"75386"
"38",51.5404169,-0.0979479,0,"75386"
"39",51.5404169,-0.0979479,0,"75386"
"40",51.5405325,-0.0982613,0,"75386"
"41",51.5405325,-0.0982613,0,"75386"
"42",51.5405325,-0.0982613,0,"75386"
"43",51.5405325,-0.0982613,0,"75386"
"44",51.5405325,-0.0982613,0,"75386"
"45",51.5405325,-0.0982613,0,"75386"
"46",51.5405325,-0.0982613,0,"75386"
"47",51.5405325,-0.0982613,1,"75386"
"48",51.5405325,-0.0982613,1,"75386"
"49",51.5405325,-0.0982613,1,"75386"
"50",51.5405325,-0.0982613,1,"75386"
"51",51.5405325,-0.0982613,1,"75386"
"52",51.5405325,-0.0982613,1,"75386"
"53",51.5405325,-0.0982613,1,"75386"
"54",51.5405325,-0.0982613,1,"75386"
"55",51.5405325,-0.0982613,1,"75386"
"56",51.5405325,-0.0982613,1,"75386"
"57",51.5405325,-0.0982613,1,"75386"
