"latitude","longitude","value","session_id"
"1",40.66934022,-73.9310626,7,"74912"
"2",40.66934022,-73.9310626,8,"74912"
"3",40.66934022,-73.9310626,9,"74912"
"4",40.66945163,-73.9311524,9,"74912"
"5",40.66945066,-73.93114818,9,"74912"
"6",40.6694514,-73.93114735,10,"74912"
"7",40.6694534,-73.9311475,10,"74912"
"8",40.66946506,-73.93114938,10,"74912"
"9",40.66946506,-73.93114938,10,"74912"
"10",40.66947138,-73.9311446,10,"74912"
"11",40.66947512,-73.931139,12,"74912"
"12",40.66947904,-73.93113512,12,"74912"
"13",40.66948853,-73.93112946,12,"74912"
"14",40.66949896,-73.93112481,14,"74912"
"15",40.6695054,-73.93112218,14,"74912"
"16",40.66948809,-73.93111884,12,"74912"
"17",40.66948097,-73.93111385,12,"74912"
"18",40.66948015,-73.93111142,12,"74912"
"19",40.66947013,-73.93110985,14,"74912"
"20",40.66946554,-73.93110927,14,"74912"
"21",40.66946509,-73.93110859,14,"74912"
"22",40.66946566,-73.93110828,14,"74912"
"23",40.66947032,-73.93110887,14,"74912"
"24",40.66947613,-73.93110645,14,"74912"
"25",40.6694836,-73.93110151,14,"74912"
"26",40.66949347,-73.93109606,14,"74912"
"27",40.66950432,-73.93109235,13,"74912"
"28",40.66951772,-73.93109253,12,"74912"
"29",40.66953173,-73.93109612,10,"74912"
"30",40.66953173,-73.93109612,10,"74912"
"31",40.66955137,-73.9311008,11,"74912"
"32",40.66956318,-73.93110341,10,"74912"
"33",40.66957379,-73.93110731,10,"74912"
"34",40.66957379,-73.93110731,11,"74912"
"35",40.66959067,-73.93110948,10,"74912"
"36",40.66959067,-73.93110948,10,"74912"
"37",40.66960088,-73.93110021,10,"74912"
"38",40.66960341,-73.93109184,10,"74912"
"39",40.6696025,-73.93108339,10,"74912"
"40",40.66960621,-73.93104718,10,"74912"
"41",40.66961272,-73.93103206,10,"74912"
"42",40.66962237,-73.93102399,12,"74912"
"43",40.66962237,-73.93102399,12,"74912"
"44",40.66963413,-73.93102151,12,"74912"
"45",40.66965163,-73.93102654,11,"74912"
"46",40.66966904,-73.93103116,11,"74912"
"47",40.66968674,-73.93103514,11,"74912"
"48",40.66971286,-73.93103105,11,"74912"
"49",40.66971286,-73.93103105,11,"74912"
"50",40.6697197,-73.93102588,11,"74912"
"51",40.66972399,-73.93102863,10,"74912"
"52",40.66973067,-73.93103011,10,"74912"
"53",40.66974825,-73.93104406,10,"74912"
"54",40.6697579,-73.93104979,10,"74912"
"55",40.6697742,-73.93105539,10,"74912"
"56",40.66978876,-73.93105918,10,"74912"
"57",40.66978876,-73.93105918,10,"74912"
"58",40.66980349,-73.93107016,10,"74912"
"59",40.66983887,-73.93111643,10,"74912"
"60",40.66985228,-73.93112761,10,"74912"
"61",40.66986288,-73.93112807,10,"74912"
"62",40.66987601,-73.93112096,10,"74912"
"63",40.66988771,-73.93111109,10,"74912"
"64",40.66989917,-73.93110195,10,"74912"
"65",40.66989917,-73.93110195,10,"74912"
"66",40.66991113,-73.93109147,10,"74912"
"67",40.6699356,-73.93106844,10,"74912"
"68",40.66995073,-73.93106148,10,"74912"
"69",40.66996821,-73.93105944,10,"74912"
"70",40.66998633,-73.93106034,10,"74912"
"71",40.67000141,-73.93106315,10,"74912"
"72",40.67001312,-73.93106556,10,"74912"
"73",40.67001312,-73.93106556,10,"74912"
"74",40.67002571,-73.93106842,10,"74912"
"75",40.67003397,-73.93106497,10,"74912"
"76",40.67004693,-73.93105951,10,"74912"
"77",40.67006572,-73.93105454,10,"74912"
"78",40.67010322,-73.93104944,10,"74912"
"79",40.67012368,-73.93104912,10,"74912"
"80",40.67014081,-73.93104646,10,"74912"
"81",40.67014081,-73.93104646,10,"74912"
"82",40.67015964,-73.93104483,10,"74912"
"83",40.6701902,-73.93104053,10,"74912"
"84",40.67020377,-73.93104019,10,"74912"
"85",40.67021533,-73.93103988,10,"74912"
"86",40.67021533,-73.93103988,10,"74912"
"87",40.67022472,-73.93103749,10,"74912"
"88",40.67022472,-73.93103749,10,"74912"
"89",40.67022472,-73.93103749,10,"74912"
"90",40.67022472,-73.93103749,10,"74912"
"91",40.67022472,-73.93103749,10,"74912"
"92",40.67022472,-73.93103749,10,"74912"
"93",40.67022472,-73.93103749,10,"74912"
"94",40.67022472,-73.93103749,10,"74912"
"95",40.67022472,-73.93103749,10,"74912"
"96",40.67022472,-73.93103749,10,"74912"
"97",40.67022472,-73.93103749,10,"74912"
"98",40.67022472,-73.93103749,10,"74912"
"99",40.67022472,-73.93103749,10,"74912"
"100",40.67022472,-73.93103749,9,"74912"
"101",40.67022472,-73.93103749,9,"74912"
"102",40.67022472,-73.93103749,9,"74912"
"103",40.67022472,-73.93103749,10,"74912"
"104",40.67022472,-73.93103749,10,"74912"
"105",40.67022472,-73.93103749,10,"74912"
"106",40.67022472,-73.93103749,10,"74912"
"107",40.67022472,-73.93103749,10,"74912"
"108",40.67022472,-73.93103749,10,"74912"
"109",40.67022472,-73.93103749,10,"74912"
"110",40.67022472,-73.93103749,10,"74912"
"111",40.67022472,-73.93103749,10,"74912"
"112",40.67022472,-73.93103749,10,"74912"
"113",40.67022472,-73.93103749,14,"74912"
"114",40.67022472,-73.93103749,14,"74912"
"115",40.67022472,-73.93103749,13,"74912"
"116",40.67022472,-73.93103749,13,"74912"
"117",40.67022472,-73.93103749,14,"74912"
"118",40.67022472,-73.93103749,14,"74912"
"119",40.67084412,-73.93113061,14,"74912"
"120",40.67084412,-73.93113061,13,"74912"
"121",40.67082234,-73.9311061,14,"74912"
"122",40.67081242,-73.93108635,18,"74912"
"123",40.67081242,-73.93108635,18,"74912"
"124",40.67081242,-73.93108635,16,"74912"
"125",40.67081242,-73.93108635,16,"74912"
"126",40.67081242,-73.93108635,16,"74912"
"127",40.67081242,-73.93108635,16,"74912"
"128",40.67081242,-73.93108635,16,"74912"
"129",40.67081242,-73.93108635,14,"74912"
"130",40.67080767,-73.93101441,15,"74912"
"131",40.67081884,-73.93100128,15,"74912"
"132",40.67083326,-73.93099062,16,"74912"
"133",40.67085863,-73.93095898,16,"74912"
"134",40.67085863,-73.93095898,16,"74912"
"135",40.67088564,-73.93093205,16,"74912"
"136",40.67091491,-73.93089997,15,"74912"
"137",40.67094163,-73.93087661,15,"74912"
"138",40.67095675,-73.93086621,15,"74912"
"139",40.67099014,-73.93087045,16,"74912"
"140",40.67099014,-73.93087045,16,"74912"
"141",40.67101311,-73.93087657,16,"74912"
"142",40.67102946,-73.93088027,16,"74912"
"143",40.67104599,-73.93088406,16,"74912"
"144",40.67107554,-73.93089371,16,"74912"
"145",40.67107554,-73.93089371,10,"74912"
