"latitude","longitude","value","session_id"
"1",40.67198842,-73.939053,1,"75581"
"2",40.67198842,-73.939053,1,"75581"
"3",40.67198842,-73.939053,2,"75581"
"4",40.67198842,-73.939053,2,"75581"
"5",40.67197708,-73.93904761,1,"75581"
"6",40.67198025,-73.93904939,1,"75581"
"7",40.67198438,-73.93905345,1,"75581"
"8",40.67198541,-73.93905474,1,"75581"
"9",40.67198499,-73.93905625,2,"75581"
"10",40.67198267,-73.93907819,2,"75581"
"11",40.6719702,-73.93907585,2,"75581"
"12",40.67196434,-73.93906947,2,"75581"
"13",40.67196173,-73.93906458,1,"75581"
"14",40.67195134,-73.93903822,1,"75581"
"15",40.67195134,-73.93903822,1,"75581"
"16",40.67194883,-73.93903557,1,"75581"
"17",40.6719453,-73.93903807,1,"75581"
"18",40.67194137,-73.9390432,0,"75581"
"19",40.67194121,-73.93904975,0,"75581"
"20",40.67194153,-73.93905441,0,"75581"
"21",40.67194094,-73.93905559,2,"75581"
"22",40.67193965,-73.93905513,2,"75581"
"23",40.67193366,-73.93905522,2,"75581"
"24",40.67193199,-73.93905388,1,"75581"
"25",40.67193119,-73.93905119,1,"75581"
"26",40.67193293,-73.93905276,1,"75581"
"27",40.67193769,-73.93906018,2,"75581"
"28",40.67194373,-73.93907006,2,"75581"
"29",40.67195056,-73.93907874,2,"75581"
"30",40.6719647,-73.93909197,2,"75581"
"31",40.6719647,-73.93909197,2,"75581"
"32",40.6719698,-73.93909664,1,"75581"
"33",40.67196724,-73.93909427,1,"75581"
"34",40.67196581,-73.93909184,1,"75581"
"35",40.67196607,-73.93909377,1,"75581"
"36",40.67196607,-73.93909377,2,"75581"
"37",40.67196626,-73.93909502,2,"75581"
"38",40.67196498,-73.93909505,1,"75581"
"39",40.67196441,-73.93909347,1,"75581"
"40",40.67196462,-73.93909067,1,"75581"
"41",40.67196533,-73.93908793,1,"75581"
"42",40.67196335,-73.93908295,2,"75581"
"43",40.6719622,-73.93907945,2,"75581"
"44",40.67196247,-73.93907989,1,"75581"
"45",40.67196236,-73.93907888,1,"75581"
"46",40.67196406,-73.93908112,1,"75581"
"47",40.67196406,-73.93908112,1,"75581"
"48",40.67196447,-73.93907926,0,"75581"
"49",40.6719655,-73.93907763,0,"75581"
"50",40.67196688,-73.93907725,0,"75581"
"51",40.67196688,-73.93907725,1,"75581"
"52",40.67196686,-73.93907659,1,"75581"
"53",40.67196894,-73.93908076,1,"75581"
"54",40.67196894,-73.93908076,1,"75581"
"55",40.67197193,-73.93908283,1,"75581"
"56",40.67197526,-73.93909036,1,"75581"
"57",40.67197724,-73.93911103,1,"75581"
"58",40.67197724,-73.93911103,1,"75581"
"59",40.6719761,-73.93912345,1,"75581"
"60",40.6719761,-73.93912345,1,"75581"
"61",40.67197256,-73.93914462,1,"75581"
"62",40.67197331,-73.93916476,1,"75581"
"63",40.67197331,-73.93916476,1,"75581"
"64",40.67197331,-73.93916476,1,"75581"
"65",40.67197442,-73.93919558,0,"75581"
"66",40.67197451,-73.9392123,0,"75581"
"67",40.67197413,-73.93922844,0,"75581"
"68",40.67197405,-73.93924539,1,"75581"
"69",40.67197405,-73.93924539,2,"75581"
"70",40.67196662,-73.9392672,6,"75581"
"71",40.67196407,-73.93927602,6,"75581"
"72",40.67196326,-73.93928526,6,"75581"
"73",40.67195414,-73.93930655,6,"75581"
"74",40.67195414,-73.93930655,6,"75581"
"75",40.67193938,-73.93931419,8,"75581"
"76",40.67193938,-73.93931419,13,"75581"
"77",40.67191798,-73.93931932,14,"75581"
"78",40.67189534,-73.93932206,19,"75581"
"79",40.67188129,-73.93932396,22,"75581"
"80",40.67187377,-73.93932506,23,"75581"
"81",40.67184904,-73.93932379,27,"75581"
"82",40.67183066,-73.93932316,28,"75581"
"83",40.67181084,-73.93932026,29,"75581"
"84",40.67177184,-73.93931693,29,"75581"
"85",40.67177184,-73.93931693,29,"75581"
"86",40.67175236,-73.93931657,29,"75581"
"87",40.67175236,-73.93931657,27,"75581"
"88",40.67173915,-73.93931738,26,"75581"
"89",40.67172167,-73.93931351,24,"75581"
"90",40.67170484,-73.939306,24,"75581"
"91",40.6716982,-73.93930838,25,"75581"
"92",40.67168769,-73.9393108,22,"75581"
"93",40.671678,-73.93931223,21,"75581"
"94",40.671678,-73.93931223,19,"75581"
"95",40.6716563,-73.93930523,17,"75581"
"96",40.67164465,-73.93930335,19,"75581"
"97",40.67161195,-73.93930516,20,"75581"
"98",40.67161195,-73.93930516,21,"75581"
"99",40.67160005,-73.9393102,21,"75581"
"100",40.67159102,-73.93931472,17,"75581"
"101",40.67159102,-73.93931472,12,"75581"
"102",40.67158952,-73.93931358,11,"75581"
"103",40.67157976,-73.93931295,11,"75581"
"104",40.67156845,-73.93931315,10,"75581"
"105",40.67156251,-73.93931385,10,"75581"
"106",40.67155964,-73.93931474,7,"75581"
"107",40.6715591,-73.93931499,6,"75581"
"108",40.67156007,-73.93931377,4,"75581"
"109",40.67155739,-73.93931188,1,"75581"
"110",40.6715527,-73.93929619,0,"75581"
