"latitude","longitude","value","session_id"
"1",40.81864458,-73.89022062,4,"74334"
"2",40.81864458,-73.89022062,4,"74334"
"3",40.81864458,-73.89022062,4,"74334"
"4",40.81868567,-73.8906819,4,"74334"
"5",40.81882928,-73.89021332,4,"74334"
"6",40.81881091,-73.89022491,3,"74334"
"7",40.81878933,-73.89024166,3,"74334"
"8",40.81877456,-73.89026058,3,"74334"
"9",40.81876224,-73.89027647,3,"74334"
"10",40.81875397,-73.89028746,3,"74334"
"11",40.81874103,-73.89030174,3,"74334"
"12",40.81874523,-73.89029924,3,"74334"
"13",40.81875419,-73.89029578,3,"74334"
"14",40.81875827,-73.89029496,3,"74334"
"15",40.81875919,-73.89029116,3,"74334"
"16",40.81876015,-73.89029004,3,"74334"
"17",40.81876431,-73.8902879,3,"74334"
"18",40.81877046,-73.89028401,3,"74334"
"19",40.81877922,-73.89027574,3,"74334"
"20",40.81878509,-73.8902644,3,"74334"
"21",40.818787,-73.89025516,3,"74334"
"22",40.81879082,-73.89024217,3,"74334"
"23",40.81879489,-73.89022641,3,"74334"
"24",40.8187994,-73.89021065,3,"74334"
"25",40.81880432,-73.89020035,3,"74334"
"26",40.81881077,-73.89019261,3,"74334"
"27",40.81882062,-73.89018182,3,"74334"
"28",40.81882897,-73.89017125,3,"74334"
"29",40.81883663,-73.89016507,3,"74334"
"30",40.81884479,-73.89015784,3,"74334"
"31",40.81884943,-73.89014757,3,"74334"
"32",40.81885332,-73.89014135,4,"74334"
"33",40.81885594,-73.89013381,4,"74334"
"34",40.81885949,-73.89011765,4,"74334"
"35",40.81886132,-73.8900962,4,"74334"
"36",40.81886119,-73.89007543,4,"74334"
"37",40.81886662,-73.89006462,4,"74334"
"38",40.81886913,-73.89005284,4,"74334"
"39",40.81887311,-73.89004796,4,"74334"
"40",40.81887981,-73.89004137,4,"74334"
"41",40.81888781,-73.89002712,4,"74334"
"42",40.81889718,-73.89001273,4,"74334"
"43",40.81890107,-73.88999396,4,"74334"
"44",40.81890196,-73.88997596,4,"74334"
"45",40.81890391,-73.88995725,4,"74334"
"46",40.81890578,-73.88994574,4,"74334"
"47",40.81890681,-73.88992869,4,"74334"
