"latitude","longitude","value","session_id"
"1",51.72153152,3.763925912,3,"75980"
"2",51.72153152,3.763925912,2,"75980"
"3",51.72153152,3.763925912,2,"75980"
"4",51.721548053,3.763934129,2,"75980"
"5",51.721556314,3.763938881,2,"75980"
"6",51.721556314,3.763938881,2,"75980"
"7",51.721556314,3.763938881,2,"75980"
"8",51.721556314,3.763938881,2,"75980"
"9",51.721556314,3.763938881,2,"75980"
"10",51.721556314,3.763938881,3,"75980"
"11",51.721556314,3.763938881,3,"75980"
"12",51.721556314,3.763938881,2,"75980"
"13",51.721556314,3.763938881,2,"75980"
"14",51.721556314,3.763938881,3,"75980"
"15",51.721556314,3.763938881,3,"75980"
"16",51.721556314,3.763938881,3,"75980"
"17",51.721556314,3.763938881,2,"75980"
"18",51.721556314,3.763938881,1,"75980"
"19",51.721556314,3.763938881,1,"75980"
"20",51.721556314,3.763938881,1,"75980"
"21",51.721556314,3.763938881,2,"75980"
"22",51.721556314,3.763938881,2,"75980"
"23",51.721556314,3.763938881,2,"75980"
"24",51.721556314,3.763938881,2,"75980"
"25",51.721556314,3.763938881,2,"75980"
"26",51.721556314,3.763938881,2,"75980"
"27",51.721556314,3.763938881,3,"75980"
"28",51.721556314,3.763938881,3,"75980"
"29",51.721556314,3.763938881,2,"75980"
"30",51.721556314,3.763938881,2,"75980"
"31",51.721556314,3.763938881,2,"75980"
"32",51.721556314,3.763938881,2,"75980"
"33",51.721556314,3.763938881,3,"75980"
"34",51.721556314,3.763938881,3,"75980"
"35",51.721556314,3.763938881,3,"75980"
"36",51.721556314,3.763938881,3,"75980"
"37",51.721556314,3.763938881,3,"75980"
"38",51.721556314,3.763938881,3,"75980"
"39",51.721556314,3.763938881,3,"75980"
"40",51.721556314,3.763938881,3,"75980"
"41",51.721556314,3.763938881,3,"75980"
"42",51.721556314,3.763938881,3,"75980"
"43",51.721556314,3.763938881,3,"75980"
"44",51.721556314,3.763938881,2,"75980"
"45",51.721556314,3.763938881,2,"75980"
"46",51.721556314,3.763938881,2,"75980"
"47",51.721556314,3.763938881,3,"75980"
"48",51.721556314,3.763938881,3,"75980"
"49",51.721556314,3.763938881,3,"75980"
"50",51.721556314,3.763938881,3,"75980"
"51",51.721556314,3.763938881,3,"75980"
"52",51.721556314,3.763938881,4,"75980"
"53",51.721556314,3.763938881,4,"75980"
"54",51.721556314,3.763938881,4,"75980"
"55",51.721556314,3.763938881,4,"75980"
"56",51.721556314,3.763938881,4,"75980"
"57",51.721556314,3.763938881,4,"75980"
"58",51.721556314,3.763938881,4,"75980"
"59",51.721556314,3.763938881,4,"75980"
"60",51.721556314,3.763938881,4,"75980"
"61",51.721556314,3.763938881,4,"75980"
"62",51.721556314,3.763938881,3,"75980"
